high_school,romanian_grade,county,specialisation,profile_exam_name,profile_exam_grade,optional_exam_name,optional_exam_grade,passed
" COLEGIUL NATIONAL ""MIHAI EMINESCU""",9.8, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""PETRU RARES"", MUNICIPIUL PIATRA-NEAMT",9.8, NT, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.8,True
" COLEGIUL NATIONAL DE INFORMATICA ""TUDOR VIANU""",9.6, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""LIVIU REBREANU"" BISTRITA",9.75, BN, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.85,True
" COLEGIUL NATIONAL DE INFORMATICA MATEI BASARAB, MUN. RM. VALCEA",9.6, VL, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""IENACHITA VACARESCU"" TARGOVISTE",9.8, DB, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""STEFAN CEL MARE"", ORAS TARGU NEAMT",10.0, NT, STIINTE SOCIALE, ISTORIE,10.0, SOCIOLOGIE,9.6,True
" COLEGIUL NATIONAL ""GHEORGHE VRANCEANU"" BACAU",9.8, BC, FILOLOGIE, ISTORIE,9.8," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""JEAN MONNET"", MUNICIPIUL PLOIESTI",10.0, PH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.6,True
" COLEGIUL NATIONAL ""CALISTRAT HOGAS"", MUNICIPIUL PIATRA-NEAMT",9.7, NT, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.9," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" LICEUL TEORETIC ""MIHAI VITEAZUL"" CARACAL",9.65, OT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.95,True
" COLEGIUL NATIONAL ""JEAN MONNET"", MUNICIPIUL PLOIESTI",10.0, PH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.6,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL"" SLOBOZIA",10.0, IL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, FIZICA TEO,9.7,True
" COLEGIUL NATIONAL ""GHEORGHE LAZAR""",9.8, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE LAZAR""",9.8, B, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, BIOLOGIE VEGETALA SI ANIMALA,9.8,True
" COLEGIUL NATIONAL ""PETRU RARES"" SUCEAVA",9.65, SV, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.95,True
" COLEGIUL NATIONAL ""MIHAI EMINESCU"" PETROSANI",9.6, HD, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""SPIRU HARET""",9.65, B, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.95, FIZICA TEO,10.0,True
 COLEGIUL NATIONAL 'ANDREI SAGUNA' BRASOV,9.9, BV, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.7, BIOLOGIE VEGETALA SI ANIMALA,10.0,True
" COLEGIUL NATIONAL ""IENACHITA VACARESCU"" TARGOVISTE",9.8, DB, STIINTE SOCIALE, ISTORIE,10.0, GEOGRAFIE,9.8,True
" COLEGIUL NATIONAL ""ECATERINA TEODOROIU"" TG-JIU",9.65, GJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.95,True
" COLEGIUL NATIONAL ""EMANUIL GOJDU"" ORADEA",9.7, BH, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.9,True
" LICEUL PEDAGOGIC ""SPIRU HARET"" FOCSANI",10.0, VN, STIINTE SOCIALE, ISTORIE,10.0, SOCIOLOGIE,9.6,True
" COLEGIUL NATIONAL ""SILVANIA"" ZALAU",9.8, SJ, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.8,True
" COLEGIUL NATIONAL ""AL. I. CUZA"" FOCSANI",9.6, VN, STIINTE SOCIALE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""SFANTUL SAVA""",9.6, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL DE INFORMATICA MATEI BASARAB, MUN. RM. VALCEA",9.95, VL, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.65," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL DE INFORMATICA MATEI BASARAB, MUN. RM. VALCEA",9.6, VL, INVATATOR - EDUCATOARE, MATEMATICA PED,10.0, ECONOMIE,10.0,True
" COLEGIUL NATIONAL ""FRATII BUZESTI"" CRAIOVA",9.6, DJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL, IASI",9.6, IS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" LICEUL TEHNOLOGIC ""NICOLAE BALCESCU"" FLAMINZI",9.6, BT, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""MIHAI EMINESCU""",9.8, B, FILOLOGIE, ISTORIE,10.0, SOCIOLOGIE,9.8,True
" COLEGIUL NATIONAL ""AL. I. CUZA"" FOCSANI",9.6, VN, STIINTE SOCIALE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE SINCAI"" BAIA MARE",9.6, MM, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""CALISTRAT HOGAS"", MUNICIPIUL PIATRA-NEAMT",9.8, NT, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.8,True
" LICEUL TEORETIC ""EMIL RACOVITA"", MUN. VASLUI",9.6, VS, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" LICEUL TEORETIC ""MIHAI VITEAZUL"" CARACAL",9.8, OT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.8,True
" COLEGIUL NATIONAL, IASI",9.7, IS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL DE INFORMATICA ""TUDOR VIANU""",9.6, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""LIVIU REBREANU"" BISTRITA",9.7, BN, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.9,True
" COLEGIUL NATIONAL ""ZINCA GOLESCU"" PITESTI",9.6, AG, STIINTE SOCIALE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""SPIRU HARET""",10.0, B, STIINTE SOCIALE, ISTORIE,9.6," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""DINICU GOLESCU"" CAMPULUNG",9.7, AG, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, INFORMATICA MI C/C++,10.0,True
" LICEUL TEOLOGIC ADVENTIST ""STEFAN DEMETRESCU""",9.6, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""C.D. LOGA"" CARANSEBES",9.8, CS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""VASILE ALECSANDRI"", LOCALITATEA GALATI",9.6, GL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" LICEUL TEORETIC DE INFORMATICA ""GRIGORE MOISIL"", IASI",10.0, IS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.6," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""PETRU RARES"" BECLEAN",10.0, BN, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, INFORMATICA MI C/C++,9.8,True
" LICEUL TEORETIC ""ANA IPATESCU"" GHERLA",10.0, CJ, FILOLOGIE, ISTORIE,9.8," LOGICA, ARGUMENTARE SI COMUNICARE",9.8,True
" COLEGIUL NATIONAL ""ELENA CUZA"" CRAIOVA",9.8, DJ, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.8,True
" LICEUL TEORETIC ""ION MIHALACHE"" TOPOLOVENI",9.6, AG, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""ION CREANGA""",9.8, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ALEXANDRU LAHOVARI, MUN. RM. VALCEA",9.6, VL, STIINTE SOCIALE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" LICEUL TEORETIC ""CONSTANTIN SERBAN"" ALESD",10.0, BH, FILOLOGIE, ISTORIE,9.6, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL DE INFORMATICA ""TUDOR VIANU""",9.6, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""GRIGORE GHICA"" DOROHOI",9.7, BT, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.9,True
" COLEGIUL NATIONAL ""EMIL RACOVITA"", IASI",9.6, IS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL, IASI",9.7, IS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""SFANTUL SAVA""",9.65, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.95, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" LICEUL DE ARTE ""REGINA MARIA"" ALBA IULIA",9.75, AB," ARHITECTURA, ARTE AMBIENTALE SI DESIGN", ISTORIE,9.85, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""CALISTRAT HOGAS"", LOCALITATEA TECUCI",9.7, GL, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.9,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL"", MUNICIPIUL PLOIESTI",9.75, PH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.85,True
" LICEUL TEOLOGIC BAPTIST ""ALEXA POPOVICI"" ARAD",9.8, AR, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.8,True
" COLEGIUL NATIONAL ""MIHAIL SADOVEANU"", PASCANI",9.7, IS, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.9,True
 COLEGIUL NATIONAL 'ANDREI SAGUNA' BRASOV,9.6, BV, STIINTE SOCIALE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""CAROL I"" CRAIOVA",9.6, DJ, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL"" SLOBOZIA",9.8, IL, STIINTE SOCIALE, ISTORIE,9.8," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""TUDOR VLADIMIRESCU"" TG-JIU",10.0, GJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.7,True
" LICEUL TEORETIC ""ION MIHALACHE"" TOPOLOVENI",9.65, AG, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.95," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""GHEORGHE TITEICA""",10.0, MH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.7, FIZICA TEO,9.9,True
" COLEGIUL NATIONAL ""NICOLAE BALCESCU"" BRAILA",9.7, BR, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, FIZICA TEO,10.0,True
 COLEGIUL NATIONAL 'ANDREI SAGUNA' BRASOV,9.6, BV, STIINTE SOCIALE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""ROMAN VODA"", MUNICIPIUL ROMAN",10.0, NT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.6,True
" COLEGIUL NATIONAL ""CONSTANTIN DIACONOVICI LOGA"" MUN.TIMISOARA",9.8, TM, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.8,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL""",9.8, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85, INFORMATICA MI C/C++,9.95,True
" COLEGIUL NATIONAL DE INFORMATICA MATEI BASARAB, MUN. RM. VALCEA",9.8, VL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL DE INFORMATICA MATEI BASARAB, MUN. RM. VALCEA",9.8, VL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.8,True
" COLEGIUL NATIONAL PEDAGOGIC ""REGINA MARIA"" DEVA",10.0, HD, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, CHIMIE ANORGANICA TEO NIVEL I/II,9.6,True
" COLEGIUL NATIONAL ""ION CREANGA""",9.6, B, FILOLOGIE, ISTORIE,10.0, FILOSOFIE,10.0,True
" COLEGIUL NATIONAL ""MIHAIL SADOVEANU"", PASCANI",9.7, IS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.9,True
" LICEUL TEORETIC ""MIRON COSTIN"", IASI",9.6, IS, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" LICEUL TEORETIC ""MIRON COSTIN"", IASI",9.7, IS, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.9," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""ROMAN VODA"", MUNICIPIUL ROMAN",10.0, NT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.6,True
" COLEGIUL NATIONAL ""MIHAI EMINESCU"" BAIA MARE",9.6, MM, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""EMIL BOTTA"" ADJUD",9.7, VN, FILOLOGIE, ISTORIE,9.9, PSIHOLOGIE,10.0,True
" COLEGIUL NATIONAL ""HOREA CLOSCA SI CRISAN"" ALBA IULIA",9.6, AB, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""GHEORGHE LAZAR""",9.85, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.75,True
" LICEUL TEORETIC ""NICOLAE BALCESCU"" CLUJ-NAPOCA",9.8, CJ, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.9, INFORMATICA SN C/C++,9.9,True
" COLEGIUL NATIONAL ""EMIL RACOVITA"", IASI",9.6, IS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""ROMAN VODA"", MUNICIPIUL ROMAN",9.6, NT, STIINTE SOCIALE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" LICEUL TEORETIC ""MIHAI EMINESCU"" CALARASI",10.0, CL, FILOLOGIE, ISTORIE,9.8, ECONOMIE,9.8,True
" LICEUL TEORETIC ""SOLOMON HALITA"" SINGEORZ-BAI",9.8, BN, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" COLEGIUL NATIONAL ""UNIREA"" FOCSANI",10.0, VN, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.8, CHIMIE ORGANICA TEO NIVEL I/II,9.8,True
" LICEUL TEORETIC ""GRIGORE MOISIL"" TULCEA",9.8, TL, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.8,True
" LICEUL TEORETIC ""LUCIAN BLAGA"" CLUJ-NAPOCA",10.0, CJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85, INFORMATICA MI C/C++,9.75,True
" LICEUL ""HOREA, CLOSCA SI CRISAN"" ABRUD",9.65, AB, INVATATOR - EDUCATOARE, MATEMATICA PED,9.95, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""ION MINULESCU"" SLATINA",9.85, OT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.75,True
" COLEGIUL NATIONAL ""NICOLAE TITULESCU"" PUCIOASA",9.6, DB, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""INOCHENTIE MICU CLAIN"" BLAJ",9.6, AB, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
 COLEGIUL DE ARTE BAIA MARE,9.6, MM, ARTE PLASTICE SI DECORATIVE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""GHEORGHE LAZAR""",10.0, B, FILOLOGIE, ISTORIE,9.9, PSIHOLOGIE,9.7,True
" COLEGIUL NATIONAL ""FRATII BUZESTI"" CRAIOVA",9.6, DJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, CHIMIE ANORGANICA TEO NIVEL I/II,10.0,True
" COLEGIUL NATIONAL ""MOISE NICOARA"" ARAD",10.0, AR, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85, INFORMATICA MI C/C++,9.75,True
" COLEGIUL NATIONAL ""TUDOR VLADIMIRESCU"" TG-JIU",9.8, GJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.8,True
" COLEGIUL DOBROGEAN ""SPIRU HARET"" TULCEA",9.6, TL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE MUNTEANU MURGOCI"" BRAILA",9.7, BR, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.9,True
" COLEGIUL NATIONAL MIRCEA CEL BATRAN, MUN. RM. VALCEA",9.6, VL, FILOLOGIE, ISTORIE,10.0, PSIHOLOGIE,10.0,True
" COLEGIUL NATIONAL ""UNIREA"" TURNU MAGURELE",9.6, TR, STIINTE SOCIALE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""SFANTUL SAVA""",9.7, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.9,True
" COLEGIUL NATIONAL ""GHEORGHE VRANCEANU"" BACAU",10.0, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, CHIMIE ORGANICA TEO NIVEL I/II,9.8,True
" COLEGIUL NATIONAL ""GHEORGHE TITEICA""",9.8, MH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""STEFAN CEL MARE"", ORAS TARGU NEAMT",9.85, NT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.75," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL DE INFORMATICA ""TUDOR VIANU""",9.8, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""NICOLAE TITULESCU"" PUCIOASA",10.0, DB, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.6,True
" COLEGIUL NATIONAL ""SILVANIA"" ZALAU",9.6, SJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" LICEUL TEORETIC ""ONISIFOR GHIBU"" CLUJ-NAPOCA",9.8, CJ, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.8, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" COLEGIUL NATIONAL DE INFORMATICA ""TUDOR VIANU""",9.75, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.85,True
" COLEGIUL NATIONAL ""I.L.CARAGIALE""",9.6, B, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""SFANTUL SAVA""",10.0, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.6,True
" COLEGIUL NATIONAL ""CALISTRAT HOGAS"", MUNICIPIUL PIATRA-NEAMT",9.7, NT, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.9,True
" COLEGIUL NATIONAL ""RADU GRECEANU"" SLATINA",10.0, OT, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.6," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
 LICEUL TEORETIC Ă˘â‚¬â„˘OVIDIUSĂ˘â‚¬â„˘ CONSTANTA,9.6, CT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" LICEUL TEORETIC ""DANTE ALIGHIERI""",9.7, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""MIHAI EMINESCU"" BAIA MARE",9.8, MM, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.8,True
" COLEGIUL NATIONAL ""GHEORGHE LAZAR""",9.85, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.7,True
" LICEUL TEORETIC ""MIRON COSTIN"", PASCANI",10.0, IS, FILOLOGIE, ISTORIE,9.75, GEOGRAFIE,9.8,True
" COLEGIUL NATIONAL ""COSTACHE NEGRI"", LOCALITATEA GALATI",9.75, GL, INVATATOR - EDUCATOARE, MATEMATICA PED,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.8,True
" LICEUL DE ARTE ""HARICLEA DARCLEE"" BRAILA",9.9, BR," ARHITECTURA, ARTE AMBIENTALE SI DESIGN", ISTORIE,9.65," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""STEFAN CEL MARE"", ORAS TARGU NEAMT",9.85, NT, STIINTE SOCIALE, ISTORIE,10.0, SOCIOLOGIE,9.7,True
" COLEGIUL NATIONAL ""B. P. HASDEU"" MUNICIPIUL BUZAU",10.0, BZ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85, FIZICA TEO,9.7,True
" LICEUL TEORETIC ""IULIA ZAMFIRESCU"" MIOVENI",9.55, AG, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
 LICEUL TEORETIC INTERNATIONAL DE INFORMATICA CONSTANTA,9.55, CT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" LICEUL TEORETIC ""MIHAIL KOGALNICEANU"", MUN. VASLUI",9.6, VS, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.95," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" LICEUL TEORETIC ""GRIGORE MOISIL"" MUN.TIMISOARA",9.75, TM, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""SIMION BARNUTIU"" SIMLEU SILVANIEI",9.75, SJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL ECONOMIC ""V. MADGEARU""",9.55, B, TEHNICIAN IN ACTIVITATI ECONOMICE, MATEMATICA TEHN,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""DECEBAL"" DEVA",10.0, HD, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.65," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.9,True
" COLEGIUL NATIONAL ""COSTACHE NEGRUZZI"", IASI",10.0, IS, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.7," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.85,True
" COLEGIUL NATIONAL ""MATEI BASARAB""",9.7, B, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.85," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
 LICEUL TEORETIC CAREI,9.5, SM, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
